19:43:21.478 > 68
19:43:21.482 > 698
19:43:21.486 > Analog Read: 698
19:43:29.714 > Set Direction to 1
19:43:29.735 > Set Direction to 0
19:43:29.759 > Set Direction to 1
19:43:29.780 > Set Direction to 0
19:43:29.800 > Set Direction to 1
19:43:29.821 > Set Direction to 0
19:43:29.841 > Set Direction to 1
19:43:29.862 > Set Direction to 0
19:43:29.882 > Set Direction to 1
19:43:29.903 > Set Direction to 0
19:43:29.923 > Set Direction to 1
19:43:29.944 > Set Direction to 0
19:43:29.964 > Set Direction to 1
19:43:29.985 > Set Direction to 0
19:43:30.009 > Set Direction to 1
19:43:30.030 > Set Direction to 0
19:43:30.050 > Set Direction to 1
19:43:30.071 > Set Direction to 0
19:43:30.091 > Set Direction to 1
19:43:30.112 > Set Direction to 0
19:43:30.132 > Set Direction to 1
19:43:30.153 > Set Direction to 0
19:43:30.173 > Set Direction to 1
19:43:30.193 > Set Direction to 0
19:43:30.214 > Set Direction to 1
19:43:30.234 > Set Direction to 0
19:43:30.259 > Set Direction to 1
19:43:30.280 > Set Direction to 0
19:43:30.300 > Set Direction to 1
19:43:30.321 > Set Direction to 0
19:43:30.341 > Set Direction to 1
19:43:30.361 > Set Direction to 0
19:43:30.382 > Set Direction to 1
19:43:30.402 > Set Direction to 0
19:43:30.423 > Set Direction to 1
19:43:30.443 > Set Direction to 0
19:43:30.464 > Set Direction to 1
19:43:30.488 > Set Direction to 0
19:43:30.509 > Set Direction to 1
19:43:30.529 > Set Direction to 0
19:43:30.550 > Set Direction to 1
19:43:30.570 > Set Direction to 0
19:43:30.591 > Set Direction to 1
19:43:30.611 > Set Direction to 0
19:43:30.632 > Set Direction to 1
19:43:30.652 > Set Direction to 0
19:43:30.673 > Set Direction to 1
19:43:30.693 > Set Direction to 0
19:43:30.714 > Set Direction to 1
19:43:30.738 > Set Direction to 0
19:43:30.759 > Set Direction to 1
19:43:30.780 > Set Direction to 0
19:43:30.800 > Set Direction to 1
19:43:30.820 > Set Direction to 0
19:43:30.841 > Set Direction to 1
19:43:30.861 > Set Direction to 0
19:43:30.882 > Set Direction to 1
19:43:30.902 > Set Direction to 0
19:43:30.923 > Set Direction to 1
19:43:30.943 > Set Direction to 0
19:43:30.967 > Set Direction to 1
19:43:30.988 > Set Direction to 0
19:43:31.008 > Set Direction to 1
19:43:31.029 > Set Direction to 0
19:43:31.049 > Set Direction to 1
19:43:31.070 > Set Direction to 0
19:43:31.090 > Set Direction to 1
19:43:31.111 > Set Direction to 0
19:43:31.131 > Set Direction to 1
19:43:31.152 > Set Direction to 0
19:43:31.172 > Set Direction to 1
19:43:31.193 > Set Direction to 0
19:43:31.217 > Set Direction to 1
19:43:31.238 > Set Direction to 0
19:43:31.258 > Set Direction to 1
19:43:31.279 > Set Direction to 0
19:43:31.299 > Set Direction to 1
19:43:31.320 > Set Direction to 0
19:43:31.340 > Set Direction to 1
19:43:31.361 > Set Direction to 0
19:43:31.381 > Set Direction to 1
19:43:31.402 > Set Direction to 0
19:43:31.422 > Set Direction to 1
19:43:31.447 > Set Direction to 0
19:43:31.467 > Set Direction to 1
19:43:31.488 > Set Direction to 0
19:43:31.508 > Set Direction to 1
19:43:31.529 > Set Direction to 0
19:43:31.549 > Set Direction to 1
19:43:31.570 > Set Direction to 0
19:43:31.590 > Set Direction to 1
19:43:31.611 > Set Direction to 0
19:43:31.631 > Set Direction to 1
19:43:31.652 > Set Direction to 0
19:43:31.672 > Set Direction to 1
19:43:31.697 > Set Direction to 0
19:43:31.717 > Set Direction to 1
19:43:31.737 > Set Direction to 0
19:43:31.758 > Set Direction to 1
19:43:31.779 > Set Direction to 0
19:43:31.799 > Set Direction to 1
19:43:31.819 > Set Direction to 0
19:43:31.840 > Set Direction to 1
19:43:31.860 > Set Direction to 0
19:43:31.881 > Set Direction to 1
19:43:31.901 > Set Direction to 0
19:43:31.922 > Set Direction to 1
19:43:31.946 > Set Direction to 0
19:43:31.967 > Set Direction to 1
19:43:31.987 > Set Direction to 0
19:43:32.008 > Set Direction to 1
19:43:32.028 > Set Direction to 0
19:43:32.049 > Set Direction to 1
19:43:32.069 > Set Direction to 0
19:43:32.090 > Set Direction to 1
19:43:32.110 > Set Direction to 0
19:43:32.131 > Set Direction to 1
19:43:32.151 > Set Direction to 0
19:43:32.176 > Set Direction to 1
19:43:32.196 > Set Direction to 0
19:43:32.217 > Set Direction to 1
19:43:32.237 > Set Direction to 0
19:43:32.258 > Set Direction to 1
19:43:32.278 > Set Direction to 0
19:43:32.299 > Set Direction to 1
19:43:32.319 > Set Direction to 0
19:43:32.340 > Set Direction to 1
19:43:32.360 > Set Direction to 0
19:43:32.381 > Set Direction to 1
19:43:32.401 > Set Direction to 0
19:43:32.426 > Set Direction to 1
19:43:32.446 > Set Direction to 0
19:43:32.466 > Set Direction to 1
19:43:32.487 > Set Direction to 0
19:43:32.508 > Set Direction to 1
19:43:32.528 > Set Direction to 0
19:43:32.549 > Set Direction to 1
19:43:32.569 > Set Direction to 0
19:43:32.589 > Set Direction to 1
19:43:32.610 > Set Direction to 0
19:43:32.631 > Set Direction to 1
19:43:32.655 > Set Direction to 0
19:43:32.675 > Set Direction to 1
19:43:32.696 > Set Direction to 0
19:43:32.717 > Set Direction to 1
19:43:32.737 > Set Direction to 0
19:43:32.757 > Set Direction to 1
19:43:32.778 > Set Direction to 0
19:43:32.798 > Set Direction to 1
19:43:32.819 > Set Direction to 0
19:43:32.839 > Set Direction to 1
19:43:32.860 > Set Direction to 0
19:43:32.880 > Set Direction to 1
19:43:32.905 > Set Direction to 0
19:43:32.925 > Set Direction to 1
19:43:32.946 > Set Direction to 0
19:43:32.966 > Set Direction to 1
19:43:32.987 > Set Direction to 0
19:43:33.007 > Set Direction to 1
19:43:33.028 > Set Direction to 0
19:43:33.048 > Set Direction to 1
19:43:33.069 > Set Direction to 0
19:43:33.089 > Set Direction to 1
19:43:33.110 > Set Direction to 0
19:43:33.134 > Set Direction to 1
19:43:33.155 > Set Direction to 0
19:43:33.175 > Set Direction to 1
19:43:33.196 > Set Direction to 0
19:43:33.216 > Set Direction to 1
19:43:33.237 > Set Direction to 0
19:43:33.257 > Set Direction to 1
19:43:33.278 > Set Direction to 0
19:43:33.298 > Set Direction to 1
19:43:33.318 > Set Direction to 0
19:43:33.339 > Set Direction to 1
19:43:33.359 > Set Direction to 0
19:43:33.384 > Set Direction to 1
19:43:33.404 > Set Direction to 0
19:43:33.425 > Set Direction to 1
19:43:33.445 > Set Direction to 0
19:43:33.466 > Set Direction to 1
19:43:33.486 > Set Direction to 0
19:43:33.507 > Set Direction to 1
19:43:33.527 > Set Direction to 0
19:43:33.548 > Set Direction to 1
19:43:33.568 > Set Direction to 0
19:43:33.589 > Set Direction to 1
19:43:33.609 > Set Direction to 0
19:43:33.634 > Set Direction to 1
19:43:33.654 > Set Direction to 0
19:43:33.675 > Set Direction to 1
19:43:33.695 > Set Direction to 0
19:43:33.716 > Set Direction to 1
19:43:33.736 > Set Direction to 0
19:43:33.757 > Set Direction to 1
19:43:33.777 > Set Direction to 0
19:43:33.798 > Set Direction to 1
19:43:33.818 > Set Direction to 0
19:43:33.839 > Set Direction to 1
19:43:33.863 > Set Direction to 0
19:43:33.884 > Set Direction to 1
19:43:33.904 > Set Direction to 0
19:43:33.925 > Set Direction to 1
19:43:33.945 > Set Direction to 0
19:43:33.966 > Set Direction to 1
19:43:33.986 > Set Direction to 0
19:43:34.007 > Set Direction to 1
19:43:34.027 > Set Direction to 0
19:43:34.048 > Set Direction to 1
19:43:34.068 > Set Direction to 0
19:43:34.089 > Set Direction to 1
19:43:34.113 > Set Direction to 0
19:43:34.133 > Set Direction to 1
19:43:34.154 > Set Direction to 0
19:43:34.175 > Set Direction to 1
19:43:34.195 > Set Direction to 0
19:43:34.215 > Set Direction to 1
19:43:34.236 > Set Direction to 0
19:43:34.257 > Set Direction to 1
19:43:34.277 > Set Direction to 0
19:43:34.297 > Set Direction to 1
19:43:34.318 > Set Direction to 0
19:43:34.343 > Set Direction to 1
19:43:34.363 > Set Direction to 0
19:43:34.383 > Set Direction to 1
19:43:34.404 > Set Direction to 0
19:43:34.424 > Set Direction to 1
19:43:34.445 > Set Direction to 0
19:43:34.465 > Set Direction to 1
19:43:34.486 > Set Direction to 0
19:43:34.506 > Set Direction to 1
19:43:34.527 > Set Direction to 0
19:43:34.547 > Set Direction to 1
19:43:34.568 > Set Direction to 0
19:43:34.592 > Set Direction to 1
19:43:34.613 > Set Direction to 0
19:43:34.633 > Set Direction to 1
19:43:34.654 > Set Direction to 0
19:43:34.674 > Set Direction to 1
19:43:34.695 > Set Direction to 0
19:43:34.715 > Set Direction to 1
19:43:34.736 > Set Direction to 0
19:43:34.756 > Set Direction to 1
19:43:34.777 > Set Direction to 0
19:43:34.797 > Set Direction to 1
19:43:34.822 > Set Direction to 0
19:43:34.842 > Set Direction to 1
19:43:34.863 > Set Direction to 0
19:43:34.883 > Set Direction to 1
19:43:34.904 > Set Direction to 0
19:43:34.924 > Set Direction to 1
19:43:34.944 > Set Direction to 0
19:43:34.965 > Set Direction to 1
19:43:34.985 > Set Direction to 0
19:43:35.006 > Set Direction to 1
19:43:35.026 > Set Direction to 0
19:43:35.047 > Set Direction to 1
19:43:35.071 > Set Direction to 0
19:43:35.092 > Set Direction to 1
19:43:35.112 > Set Direction to 0
19:43:35.133 > Set Direction to 1
19:43:35.153 > Set Direction to 0
19:43:35.174 > Set Direction to 1
19:43:35.194 > Set Direction to 0
19:43:35.215 > Set Direction to 1
19:43:35.235 > Set Direction to 0
19:43:35.256 > Set Direction to 1
19:43:35.276 > Set Direction to 0
19:43:35.297 > Set Direction to 1
19:43:35.321 > Set Direction to 0
19:43:35.342 > Set Direction to 1
19:43:35.362 > Set Direction to 0
19:43:35.383 > Set Direction to 1
19:43:35.403 > Set Direction to 0
19:43:35.424 > Set Direction to 1
19:43:35.444 > Set Direction to 0
19:43:35.465 > Set Direction to 1
19:43:35.485 > Set Direction to 0
19:43:35.506 > Set Direction to 1
19:43:35.526 > Set Direction to 0
19:43:35.551 > Set Direction to 1
19:43:35.571 > Set Direction to 0
19:43:35.592 > Set Direction to 1
19:43:35.612 > Set Direction to 0
19:43:35.633 > Set Direction to 1
19:43:35.653 > Set Direction to 0
19:43:35.674 > Set Direction to 1
19:43:35.694 > Set Direction to 0
19:43:35.714 > Set Direction to 1
19:43:35.735 > Set Direction to 0
19:43:35.755 > Set Direction to 1
19:43:35.776 > Set Direction to 0
19:43:35.800 > Set Direction to 1
19:43:35.821 > Set Direction to 0
19:43:35.841 > Set Direction to 1
19:43:35.862 > Set Direction to 0
19:43:35.883 > Set Direction to 1
19:43:35.903 > Set Direction to 0
19:43:35.923 > Set Direction to 1
19:43:35.944 > Set Direction to 0
19:43:35.964 > Set Direction to 1
19:43:35.985 > Set Direction to 0
19:43:36.005 > Set Direction to 1
19:43:36.030 > Set Direction to 0
19:43:36.050 > Set Direction to 1
19:43:36.071 > Set Direction to 0
19:43:36.091 > Set Direction to 1
19:43:36.112 > Set Direction to 0
19:43:36.132 > Set Direction to 1
19:43:36.153 > Set Direction to 0
19:43:36.173 > Set Direction to 1
19:43:36.194 > Set Direction to 0
19:43:36.214 > Set Direction to 1
19:43:36.235 > Set Direction to 0
19:43:36.255 > Set Direction to 1
19:43:36.280 > Set Direction to 0
19:43:36.300 > Set Direction to 1
19:43:36.321 > Set Direction to 0
19:43:36.341 > Set Direction to 1
19:43:36.362 > Set Direction to 0
19:43:36.382 > Set Direction to 1
19:43:36.403 > Set Direction to 0
19:43:36.423 > Set Direction to 1
19:43:36.443 > Set Direction to 0
19:43:36.464 > Set Direction to 1
19:43:36.485 > Set Direction to 0
19:43:36.509 > Set Direction to 1
19:43:36.530 > Set Direction to 0
19:43:36.550 > Set Direction to 1
19:43:36.571 > Set Direction to 0
19:43:36.591 > Set Direction to 1
19:43:36.611 > Set Direction to 0
19:43:36.632 > Set Direction to 1
19:43:36.652 > Set Direction to 0
19:43:36.673 > Set Direction to 1
19:43:36.693 > Set Direction to 0
19:43:36.714 > Set Direction to 1
19:43:36.734 > Set Direction to 0
19:43:36.759 > Set Direction to 1
19:43:36.779 > Set Direction to 0
19:43:36.800 > Set Direction to 1
19:43:36.820 > Set Direction to 0
19:43:36.841 > Set Direction to 1
19:43:36.861 > Set Direction to 0
19:43:36.882 > Set Direction to 1
19:43:36.902 > Set Direction to 0
19:43:36.923 > Set Direction to 1
19:43:36.943 > Set Direction to 0
19:43:36.964 > Set Direction to 1
19:43:36.984 > Set Direction to 0
19:43:37.009 > Set Direction to 1
19:43:37.029 > Set Direction to 0
19:43:37.050 > Set Direction to 1
19:43:37.070 > Set Direction to 0
19:43:37.091 > Set Direction to 1
19:43:37.111 > Set Direction to 0
19:43:37.132 > Set Direction to 1
19:43:37.152 > Set Direction to 0
19:43:37.173 > Set Direction to 1
19:43:37.193 > Set Direction to 0
19:43:37.214 > Set Direction to 1
19:43:37.238 > Set Direction to 0
19:43:37.259 > Set Direction to 1
19:43:37.279 > Set Direction to 0
19:43:37.300 > Set Direction to 1
19:43:37.320 > Set Direction to 0
19:43:37.341 > Set Direction to 1
19:43:37.361 > Set Direction to 0
19:43:37.381 > Set Direction to 1
19:43:37.402 > Set Direction to 0
19:43:37.422 > Set Direction to 1
19:43:37.443 > Set Direction to 0
19:43:37.463 > Set Direction to 1
19:43:37.488 > Set Direction to 0
19:43:37.508 > Set Direction to 1
19:43:37.529 > Set Direction to 0
19:43:37.549 > Set Direction to 1
19:43:37.570 > Set Direction to 0
19:43:37.591 > Set Direction to 1
19:43:37.611 > Set Direction to 0
19:43:37.631 > Set Direction to 1
19:43:37.652 > Set Direction to 0
19:43:37.672 > Set Direction to 1
19:43:37.693 > Set Direction to 0
19:43:37.717 > Set Direction to 1
19:43:37.738 > Set Direction to 0
19:43:37.758 > Set Direction to 1
19:43:37.779 > Set Direction to 0
19:43:37.799 > Set Direction to 1
19:43:37.820 > Set Direction to 0
19:43:37.840 > Set Direction to 1
19:43:37.861 > Set Direction to 0
19:43:37.881 > Set Direction to 1
19:43:37.902 > Set Direction to 0
19:43:37.922 > Set Direction to 1
19:43:37.943 > Set Direction to 0
19:43:37.967 > Set Direction to 1
19:43:37.988 > Set Direction to 0
19:43:38.008 > Set Direction to 1
19:43:38.029 > Set Direction to 0
19:43:38.049 > Set Direction to 1
19:43:38.070 > Set Direction to 0
19:43:38.090 > Set Direction to 1
19:43:38.110 > Set Direction to 0
19:43:38.131 > Set Direction to 1
19:43:38.151 > Set Direction to 0
19:43:38.172 > Set Direction to 1
19:43:38.196 > Set Direction to 0
19:43:38.217 > Set Direction to 1
19:43:38.237 > Set Direction to 0
19:43:38.258 > Set Direction to 1
19:43:38.278 > Set Direction to 0
19:43:38.299 > Set Direction to 1
19:43:38.319 > Set Direction to 0
19:43:38.340 > Set Direction to 1
19:43:38.360 > Set Direction to 0
19:43:38.381 > Set Direction to 1
19:43:38.401 > Set Direction to 0
19:43:38.422 > Set Direction to 1
19:43:38.446 > Set Direction to 0
19:43:38.467 > Set Direction to 1
19:43:38.487 > Set Direction to 0
19:43:38.508 > Set Direction to 1
19:43:38.528 > Set Direction to 0
19:43:38.549 > Set Direction to 1
19:43:38.569 > Set Direction to 0
19:43:38.590 > Set Direction to 1
19:43:38.610 > Set Direction to 0
19:43:38.631 > Set Direction to 1
19:43:38.651 > Set Direction to 0
19:43:38.676 > Set Direction to 1
19:43:38.696 > Set Direction to 0
19:43:38.717 > Set Direction to 1
19:43:38.737 > Set Direction to 0
19:43:38.758 > Set Direction to 1
19:43:38.778 > Set Direction to 0
19:43:38.799 > Set Direction to 1
19:43:38.819 > Set Direction to 0
19:43:38.840 > Set Direction to 1
19:43:38.860 > Set Direction to 0
19:43:38.881 > Set Direction to 1
19:43:38.901 > Set Direction to 0
19:43:38.925 > Set Direction to 1
19:43:38.946 > Set Direction to 0
19:43:38.966 > Set Direction to 1
19:43:38.987 > Set Direction to 0
19:43:39.007 > Set Direction to 1
19:43:39.028 > Set Direction to 0
19:43:39.048 > Set Direction to 1
19:43:39.069 > Set Direction to 0
19:43:39.090 > Set Direction to 1
19:43:39.110 > Set Direction to 0
19:43:39.131 > Set Direction to 1
19:43:39.151 > Set Direction to 0
19:43:39.175 > Set Direction to 1
19:43:39.196 > Set Direction to 0
19:43:39.216 > Set Direction to 1
19:43:39.237 > Set Direction to 0
19:43:39.257 > Set Direction to 1
19:43:39.278 > Set Direction to 0
19:43:39.298 > Set Direction to 1
19:43:39.319 > Set Direction to 0
19:43:39.339 > Set Direction to 1
19:43:39.360 > Set Direction to 0
19:43:39.380 > Set Direction to 1
19:43:39.405 > Set Direction to 0
19:43:39.425 > Set Direction to 1
19:43:39.446 > Set Direction to 0
19:43:39.466 > Set Direction to 1
19:43:39.487 > Set Direction to 0
19:43:39.507 > Set Direction to 1
19:43:39.528 > Set Direction to 0
19:43:39.548 > Set Direction to 1
19:43:39.569 > Set Direction to 0
19:43:39.589 > Set Direction to 1
19:43:39.609 > Set Direction to 0
19:43:39.630 > Set Direction to 1
19:43:39.655 > Set Direction to 0
19:43:39.675 > Set Direction to 1
19:43:39.695 > Set Direction to 0
19:43:39.716 > Set Direction to 1
19:43:39.736 > Set Direction to 0
19:43:39.757 > Set Direction to 1
19:43:39.778 > Set Direction to 0
19:43:39.798 > Set Direction to 1
19:43:39.818 > Set Direction to 0
19:43:39.839 > Set Direction to 1
19:43:39.859 > Set Direction to 0
19:43:39.884 > Set Direction to 1
19:43:39.904 > Set Direction to 0
19:43:39.925 > Set Direction to 1
19:43:39.945 > Set Direction to 0
19:43:39.966 > Set Direction to 1
19:43:39.986 > Set Direction to 0
19:43:40.007 > Set Direction to 1
19:43:40.027 > Set Direction to 0
19:43:40.048 > Set Direction to 1
19:43:40.068 > Set Direction to 0
19:43:40.089 > Set Direction to 1
19:43:40.109 > Set Direction to 0
19:43:40.134 > Set Direction to 1
19:43:40.154 > Set Direction to 0
19:43:40.175 > Set Direction to 1
19:43:40.195 > Set Direction to 0
19:43:40.216 > Set Direction to 1
19:43:40.236 > Set Direction to 0
19:43:40.257 > Set Direction to 1
19:43:40.277 > Set Direction to 0
19:43:40.298 > Set Direction to 1
19:43:40.318 > Set Direction to 0
19:43:40.339 > Set Direction to 1
19:43:40.363 > Set Direction to 0
19:43:40.383 > Set Direction to 1
19:43:40.404 > Set Direction to 0
19:43:40.425 > Set Direction to 1
19:43:40.445 > Set Direction to 0
19:43:40.466 > Set Direction to 1
19:43:40.486 > Set Direction to 0
19:43:40.506 > Set Direction to 1
19:43:40.527 > Set Direction to 0
19:43:40.547 > Set Direction to 1
19:43:40.568 > Set Direction to 0
19:43:40.589 > Set Direction to 1
19:43:40.613 > Set Direction to 0
19:43:40.633 > Set Direction to 1
19:43:40.654 > Set Direction to 0
19:43:40.674 > Set Direction to 1
19:43:40.695 > Set Direction to 0
19:43:40.715 > Set Direction to 1
19:43:40.736 > Set Direction to 0
19:43:40.756 > Set Direction to 1
19:43:40.777 > Set Direction to 0
19:43:40.797 > Set Direction to 1
19:43:40.818 > Set Direction to 0
19:43:40.838 > Set Direction to 1
19:43:40.863 > Set Direction to 0
19:43:40.883 > Set Direction to 1
19:43:40.904 > Set Direction to 0
19:43:40.924 > Set Direction to 1
19:43:40.945 > Set Direction to 0
19:43:40.965 > Set Direction to 1
19:43:40.986 > Set Direction to 0
19:43:41.006 > Set Direction to 1
19:43:41.027 > Set Direction to 0
19:43:41.047 > Set Direction to 1
19:43:41.068 > Set Direction to 0
19:43:41.092 > Set Direction to 1
19:43:41.113 > Set Direction to 0
19:43:41.133 > Set Direction to 1
19:43:41.154 > Set Direction to 0
19:43:41.174 > Set Direction to 1
19:43:41.195 > Set Direction to 0
19:43:41.215 > Set Direction to 1
19:43:41.235 > Set Direction to 0
19:43:41.256 > Set Direction to 1
19:43:41.276 > Set Direction to 0
19:43:41.297 > Set Direction to 1
19:43:41.318 > Set Direction to 0
19:43:41.342 > Set Direction to 1
19:43:41.362 > Set Direction to 0
19:43:41.383 > Set Direction to 1
19:43:41.403 > Set Direction to 0
19:43:41.424 > Set Direction to 1
19:43:41.444 > Set Direction to 0
19:43:41.465 > Set Direction to 1
19:43:41.485 > Set Direction to 0
19:43:41.506 > Set Direction to 1
19:43:41.526 > Set Direction to 0
19:43:41.547 > Set Direction to 1
19:43:41.571 > Set Direction to 0
19:43:41.592 > Set Direction to 1
19:43:41.612 > Set Direction to 0
19:43:41.633 > Set Direction to 1
19:43:41.653 > Set Direction to 0
19:43:41.674 > Set Direction to 1
19:43:41.694 > Set Direction to 0
19:43:41.715 > Set Direction to 1
19:43:41.735 > Set Direction to 0
19:43:41.756 > Set Direction to 1
19:43:41.776 > Set Direction to 0
19:43:41.797 > Set Direction to 1
19:43:41.821 > Set Direction to 0
19:43:41.842 > Set Direction to 1
19:43:41.862 > Set Direction to 0
19:43:41.883 > Set Direction to 1
19:43:41.903 > Set Direction to 0
19:43:41.924 > Set Direction to 1
19:43:41.944 > Set Direction to 0
19:43:41.965 > Set Direction to 1
19:43:41.985 > Set Direction to 0
19:43:42.006 > Set Direction to 1
19:43:42.026 > Set Direction to 0
19:43:42.050 > Set Direction to 1
19:43:42.071 > Set Direction to 0
19:43:42.092 > Set Direction to 1
19:43:42.112 > Set Direction to 0
19:43:42.133 > Set Direction to 1
19:43:42.153 > Set Direction to 0
19:43:42.173 > Set Direction to 1
19:43:42.194 > Set Direction to 0
19:43:42.214 > Set Direction to 1
19:43:42.235 > Set Direction to 0
19:43:42.255 > Set Direction to 1
19:43:42.276 > Set Direction to 0
19:43:42.300 > Set Direction to 1
19:43:42.321 > Set Direction to 0
19:43:42.341 > Set Direction to 1
19:43:42.362 > Set Direction to 0
19:43:42.382 > Set Direction to 1
19:43:42.403 > Set Direction to 0
19:43:42.423 > Set Direction to 1
19:43:42.444 > Set Direction to 0
19:43:42.464 > Set Direction to 1
19:43:42.485 > Set Direction to 0
19:43:42.505 > Set Direction to 1
19:43:42.526 > Set Direction to 0
19:43:42.550 > Set Direction to 1
19:43:42.571 > Set Direction to 0
19:43:42.591 > Set Direction to 1
19:43:42.612 > Set Direction to 0
19:43:42.632 > Set Direction to 1
19:43:42.653 > Set Direction to 0
19:43:42.673 > Set Direction to 1
19:43:42.694 > Set Direction to 0
19:43:42.714 > Set Direction to 1
19:43:42.735 > Set Direction to 0
19:43:42.755 > Set Direction to 1
19:43:42.779 > Set Direction to 0
19:43:42.800 > Set Direction to 1
19:43:42.820 > Set Direction to 0
19:43:42.841 > Set Direction to 1
19:43:42.862 > Set Direction to 0
19:43:42.882 > Set Direction to 1
19:43:42.902 > Set Direction to 0
19:43:42.923 > Set Direction to 1
19:43:42.943 > Set Direction to 0
19:43:42.964 > Set Direction to 1
19:43:42.985 > Set Direction to 0
19:43:43.005 > Set Direction to 1
19:43:43.029 > Set Direction to 0
19:43:43.050 > Set Direction to 1
19:43:43.070 > Set Direction to 0
19:43:43.091 > Set Direction to 1
19:43:43.111 > Set Direction to 0
19:43:43.132 > Set Direction to 1
19:43:43.152 > Set Direction to 0
